source,target,relation,weight
logout,user,co_occurs_with,2
service_detail,user_profile,co_occurs_with,2
service_detail,write_review,co_occurs_with,2
user_profile,write_review,co_occurs_with,2
admin,advertisement,co_occurs_with,2
appuserid,durationday,co_occurs_with,2
durationday,merchant,co_occurs_with,2
durationday,merchantid,co_occurs_with,2
durationday,primary_key,co_occurs_with,2
merchant,specific_service,co_occurs_with,2
merchantid,primary_key,co_occurs_with,2
merchantid,specific_service,co_occurs_with,2
optional,primary_key,co_occurs_with,2
filter,service,co_occurs_with,2
accommodation,safety_resource,co_occurs_with,2
accommodation,visual_interface,co_occurs_with,2
authentication,datum,co_occurs_with,2
consistency,safety_resource,co_occurs_with,2
consistency,visual_interface,co_occurs_with,2
document,safety_resource,co_occurs_with,2
document,visual_interface,co_occurs_with,2
event,safety_resource,co_occurs_with,2
event,visual_interface,co_occurs_with,2
food,safety_resource,co_occurs_with,2
food,visual_interface,co_occurs_with,2
navigation_structure,safety_resource,co_occurs_with,2
navigation_structure,visual_interface,co_occurs_with,2
platform,safety_resource,co_occurs_with,2
platform,visual_interface,co_occurs_with,2
safety_resource,student_essential,co_occurs_with,2
safety_resource,visual_interface,co_occurs_with,2
student_essential,visual_interface,co_occurs_with,2
accommodation,understanding,co_occurs_with,2
action,student_review,co_occurs_with,2
food,understanding,co_occurs_with,2
icon,positioned,co_occurs_with,2
icon,right_side,co_occurs_with,2
advertisement,bottom,co_occurs_with,2
advertisement,footer_section,co_occurs_with,2
21_client_supabase_api,22_use,co_occurs_with,2
21_client_supabase_api,23_role_base_access,co_occurs_with,2
21_client_supabase_api,rest,co_occurs_with,2
21_client_supabase_api,rls,co_occurs_with,2
21_client_supabase_api,row_level_security,co_occurs_with,2
21_client_supabase_api,supabase,co_occurs_with,2
22_use,23_role_base_access,co_occurs_with,2
22_use,rest,co_occurs_with,2
22_use,rls,co_occurs_with,2
22_use,row_level_security,co_occurs_with,2
22_use,supabase,co_occurs_with,2
23_role_base_access,rest,co_occurs_with,2
23_role_base_access,rls,co_occurs_with,2
23_role_base_access,row_level_security,co_occurs_with,2
23_role_base_access,supabase,co_occurs_with,2
admin,endpoint,co_occurs_with,2
application,client,co_occurs_with,2
application,database,co_occurs_with,2
application,endpoint,co_occurs_with,2
application,postgresql_database,co_occurs_with,2
application,query,co_occurs_with,2
application,rls,co_occurs_with,2
clerk,postgresql_database,co_occurs_with,2
client,postgresql_database,co_occurs_with,2
client,rls,co_occurs_with,2
client,schema,co_occurs_with,2
client,superadmin,co_occurs_with,2
database,postgresql_database,co_occurs_with,2
endpoint,operation,co_occurs_with,2
endpoint,postgresql,co_occurs_with,2
endpoint,query,co_occurs_with,2
endpoint,request,co_occurs_with,2
endpoint,review,co_occurs_with,2
operation,postgresql_database,co_occurs_with,2
operation,rls,co_occurs_with,2
operation,rls_policy,co_occurs_with,2
operation,superadmin,co_occurs_with,2
operation,user_role,co_occurs_with,2
postgresql_database,rls,co_occurs_with,2
postgresql_database,role,co_occurs_with,2
postgresql_database,schema,co_occurs_with,2
postgresql_database,supabase,co_occurs_with,2
postgresql_database,superadmin,co_occurs_with,2
rest,rls,co_occurs_with,2
rest,row_level_security,co_occurs_with,2
rest,supabase,co_occurs_with,2
rls,superadmin,co_occurs_with,2
43_merchant,44_ad,co_occurs_with,2
appuserid,createdat,co_occurs_with,2
appuserid,default,co_occurs_with,2
appuserid,default_genrandomuuid,co_occurs_with,2
appuserid,description,co_occurs_with,2
appuserid,fk_appusersid,co_occurs_with,2
appuserid,fk_placesid,co_occurs_with,2
appuserid,null,co_occurs_with,2
appuserid,placeid_uuid,co_occurs_with,2
appuserid,text,co_occurs_with,2
appuserid,text_null,co_occurs_with,2
appuserid,timestamptz,co_occurs_with,2
appuserid,unique,co_occurs_with,2
appuserid,uuid,co_occurs_with,2
createdat,description,co_occurs_with,2
createdat,email,co_occurs_with,2
createdat,fk_placesid,co_occurs_with,2
createdat,placeid_uuid,co_occurs_with,2
createdat,serviceid,co_occurs_with,2
createdat,text,co_occurs_with,2
createdat,unique,co_occurs_with,2
default,description,co_occurs_with,2
default,email,co_occurs_with,2
default,fk_placesid,co_occurs_with,2
default,placeid_uuid,co_occurs_with,2
default,serviceid,co_occurs_with,2
default,text,co_occurs_with,2
default,unique,co_occurs_with,2
default_genrandomuuid,description,co_occurs_with,2
default_genrandomuuid,email,co_occurs_with,2
default_genrandomuuid,fk_placesid,co_occurs_with,2
default_genrandomuuid,placeid_uuid,co_occurs_with,2
default_genrandomuuid,serviceid,co_occurs_with,2
default_genrandomuuid,text,co_occurs_with,2
default_genrandomuuid,unique,co_occurs_with,2
description,email,co_occurs_with,2
description,fk_appusersid,co_occurs_with,2
description,fk_placesid,co_occurs_with,2
description,null,co_occurs_with,2
description,placeid_uuid,co_occurs_with,2
description,primary_key,co_occurs_with,2
description,serviceid,co_occurs_with,2
description,text,co_occurs_with,2
description,text_null,co_occurs_with,2
description,timestamptz,co_occurs_with,2
description,unique,co_occurs_with,2
description,uuid,co_occurs_with,2
email,fk_appusersid,co_occurs_with,2
email,fk_placesid,co_occurs_with,2
email,null,co_occurs_with,2
email,placeid_uuid,co_occurs_with,2
email,primary_key,co_occurs_with,2
email,text,co_occurs_with,2
email,text_null,co_occurs_with,2
email,timestamptz,co_occurs_with,2
email,unique,co_occurs_with,2
email,uuid,co_occurs_with,2
fk_appusersid,fk_placesid,co_occurs_with,2
fk_appusersid,placeid_uuid,co_occurs_with,2
fk_appusersid,serviceid,co_occurs_with,2
fk_appusersid,text,co_occurs_with,2
fk_appusersid,unique,co_occurs_with,2
fk_placesid,null,co_occurs_with,2
fk_placesid,placeid_uuid,co_occurs_with,2
fk_placesid,primary_key,co_occurs_with,2
fk_placesid,serviceid,co_occurs_with,2
fk_placesid,text,co_occurs_with,2
fk_placesid,text_null,co_occurs_with,2
fk_placesid,timestamptz,co_occurs_with,2
fk_placesid,unique,co_occurs_with,2
fk_placesid,uuid,co_occurs_with,2
merchant,null,co_occurs_with,2
merchantid,null,co_occurs_with,2
merchantid,serviceid,co_occurs_with,2
merchantid,superadmin,co_occurs_with,2
null,placeid_uuid,co_occurs_with,2
null,student,co_occurs_with,2
null,superadmin,co_occurs_with,2
null,text,co_occurs_with,2
null,unique,co_occurs_with,2
placeid_uuid,primary_key,co_occurs_with,2
placeid_uuid,serviceid,co_occurs_with,2
placeid_uuid,text,co_occurs_with,2
placeid_uuid,text_null,co_occurs_with,2
placeid_uuid,timestamptz,co_occurs_with,2
placeid_uuid,unique,co_occurs_with,2
placeid_uuid,uuid,co_occurs_with,2
primary_key,serviceid,co_occurs_with,2
primary_key,text,co_occurs_with,2
primary_key,unique,co_occurs_with,2
serviceid,student,co_occurs_with,2
serviceid,superadmin,co_occurs_with,2
serviceid,text,co_occurs_with,2
serviceid,text_null,co_occurs_with,2
serviceid,timestamptz,co_occurs_with,2
serviceid,unique,co_occurs_with,2
serviceid,uuid,co_occurs_with,2
text,text_null,co_occurs_with,2
text,timestamptz,co_occurs_with,2
text,unique,co_occurs_with,2
text,uuid,co_occurs_with,2
text_null,unique,co_occurs_with,2
timestamptz,unique,co_occurs_with,2
unique,uuid,co_occurs_with,2
actorappuserid,update,co_occurs_with,2
column,unique_constraint,co_occurs_with,2
column,update,co_occurs_with,2
constraint,placeid,co_occurs_with,2
constraint,review,co_occurs_with,2
database,layer,co_occurs_with,2
layer,schema,co_occurs_with,2
layer,superadmin,co_occurs_with,2
placeid,review,co_occurs_with,2
review,update,co_occurs_with,2
home_page,merchant,co_occurs_with,2
left_side,logo,co_occurs_with,2
left_side,profile_button,co_occurs_with,2
left_side,theme_toggle,co_occurs_with,2
none,platform,co_occurs_with,2
platform,require_field_relationship,co_occurs_with,2
platform,standard_null,co_occurs_with,2
action,primary_key,co_occurs_with,2
access,communication,co_occurs_with,2
alignment,clarity,co_occurs_with,2
alignment,food,co_occurs_with,2
alignment,platform,co_occurs_with,2
admin,card,co_occurs_with,2
admin,pende_advertisement,co_occurs_with,2
admin,request_card,co_occurs_with,2
card,pende_advertisement,co_occurs_with,2
card,request_card,co_occurs_with,2
pende_advertisement,request_card,co_occurs_with,2
card,hierarchy,co_occurs_with,2
card,input,co_occurs_with,2
hierarchy,input,co_occurs_with,2
name,rating,co_occurs_with,2
application,datum,co_occurs_with,2
46_place,48_contactmessage,co_occurs_with,2
action,category_badge,co_occurs_with,2
action,light_dark_mode,co_occurs_with,2
category_badge,interactive_element,co_occurs_with,2
category_badge,light_dark_mode,co_occurs_with,2
interactive_element,light_dark_mode,co_occurs_with,2
audit_log,operation,co_occurs_with,2
audit_log,role,co_occurs_with,2
backup_security_consideration,sql_injection_protection,co_occurs_with,2
dr_naived_george_eapen,mca,co_occurs_with,2
dr_naived_george_eapen,university_bangalore_central_campus_guide,co_occurs_with,2
mca,nirupama_vincent,co_occurs_with,2
mca,university_bangalore_central_campus_guide,co_occurs_with,2
nirupama_vincent,university_bangalore_central_campus_guide,co_occurs_with,2
admin,auto_generate_rest_api,co_occurs_with,1
admin,database_level,co_occurs_with,1
admin,foreign_key_constraint,co_occurs_with,1
admin,relationship,co_occurs_with,1
admin,role_base_access,co_occurs_with,1
admin,team,co_occurs_with,1
admin,user_authentication,co_occurs_with,1
application,auto_generate_rest_api,co_occurs_with,1
application,caller,co_occurs_with,1
application,service,co_occurs_with,1
application,team,co_occurs_with,1
application,top,co_occurs_with,1
application,user_authentication,co_occurs_with,1
authentication,auto_generate_rest_api,co_occurs_with,1
authentication,caller,co_occurs_with,1
authentication,database_level,co_occurs_with,1
authentication,foreign_key_constraint,co_occurs_with,1
authentication,polling,co_occurs_with,1
authentication,postgresql,co_occurs_with,1
authentication,postgrest,co_occurs_with,1
authentication,relationship,co_occurs_with,1
authentication,request,co_occurs_with,1
authentication,rls_policy,co_occurs_with,1
authentication,row_level_security,co_occurs_with,1
authentication,team,co_occurs_with,1
authentication,user_role,co_occurs_with,1
authentication,websocket,co_occurs_with,1
auto_generate_rest_api,caller,co_occurs_with,1
auto_generate_rest_api,clerk,co_occurs_with,1
auto_generate_rest_api,database_level,co_occurs_with,1
auto_generate_rest_api,foreign_key_constraint,co_occurs_with,1
auto_generate_rest_api,merchant,co_occurs_with,1
auto_generate_rest_api,platform,co_occurs_with,1
auto_generate_rest_api,polling,co_occurs_with,1
auto_generate_rest_api,postgresql,co_occurs_with,1
auto_generate_rest_api,postgrest,co_occurs_with,1
auto_generate_rest_api,relationship,co_occurs_with,1
auto_generate_rest_api,request,co_occurs_with,1
auto_generate_rest_api,review,co_occurs_with,1
auto_generate_rest_api,rls_policy,co_occurs_with,1
auto_generate_rest_api,role_base_access,co_occurs_with,1
auto_generate_rest_api,row_level_security,co_occurs_with,1
auto_generate_rest_api,schema,co_occurs_with,1
auto_generate_rest_api,service,co_occurs_with,1
auto_generate_rest_api,student,co_occurs_with,1
auto_generate_rest_api,supabase,co_occurs_with,1
auto_generate_rest_api,superadmin,co_occurs_with,1
auto_generate_rest_api,team,co_occurs_with,1
auto_generate_rest_api,top,co_occurs_with,1
auto_generate_rest_api,user,co_occurs_with,1
auto_generate_rest_api,user_authentication,co_occurs_with,1
auto_generate_rest_api,user_role,co_occurs_with,1
auto_generate_rest_api,websocket,co_occurs_with,1
caller,database_level,co_occurs_with,1
caller,foreign_key_constraint,co_occurs_with,1
caller,polling,co_occurs_with,1
caller,postgresql,co_occurs_with,1
caller,postgrest,co_occurs_with,1
caller,relationship,co_occurs_with,1
caller,role_base_access,co_occurs_with,1
caller,superadmin,co_occurs_with,1
caller,team,co_occurs_with,1
caller,top,co_occurs_with,1
caller,user_authentication,co_occurs_with,1
caller,user_role,co_occurs_with,1
caller,websocket,co_occurs_with,1
clerk,database_level,co_occurs_with,1
clerk,foreign_key_constraint,co_occurs_with,1
clerk,relationship,co_occurs_with,1
clerk,team,co_occurs_with,1
clerk,top,co_occurs_with,1
clerk,user_authentication,co_occurs_with,1
database_level,platform,co_occurs_with,1
database_level,polling,co_occurs_with,1
database_level,postgresql,co_occurs_with,1
database_level,postgrest,co_occurs_with,1
database_level,request,co_occurs_with,1
database_level,rls_policy,co_occurs_with,1
database_level,role_base_access,co_occurs_with,1
database_level,row_level_security,co_occurs_with,1
database_level,service,co_occurs_with,1
database_level,supabase,co_occurs_with,1
database_level,team,co_occurs_with,1
database_level,top,co_occurs_with,1
database_level,user_authentication,co_occurs_with,1
database_level,user_role,co_occurs_with,1
database_level,websocket,co_occurs_with,1
foreign_key_constraint,merchant,co_occurs_with,1
foreign_key_constraint,platform,co_occurs_with,1
foreign_key_constraint,polling,co_occurs_with,1
foreign_key_constraint,postgresql,co_occurs_with,1
foreign_key_constraint,postgrest,co_occurs_with,1
foreign_key_constraint,request,co_occurs_with,1
foreign_key_constraint,review,co_occurs_with,1
foreign_key_constraint,rls_policy,co_occurs_with,1
foreign_key_constraint,role_base_access,co_occurs_with,1
foreign_key_constraint,row_level_security,co_occurs_with,1
foreign_key_constraint,service,co_occurs_with,1
foreign_key_constraint,student,co_occurs_with,1
foreign_key_constraint,supabase,co_occurs_with,1
foreign_key_constraint,superadmin,co_occurs_with,1
foreign_key_constraint,team,co_occurs_with,1
foreign_key_constraint,top,co_occurs_with,1
foreign_key_constraint,user_authentication,co_occurs_with,1
foreign_key_constraint,user_role,co_occurs_with,1
foreign_key_constraint,websocket,co_occurs_with,1
merchant,role_base_access,co_occurs_with,1
merchant,team,co_occurs_with,1
merchant,user_authentication,co_occurs_with,1
platform,polling,co_occurs_with,1
platform,postgresql,co_occurs_with,1
platform,postgrest,co_occurs_with,1
platform,role_base_access,co_occurs_with,1
platform,superadmin,co_occurs_with,1
platform,user_authentication,co_occurs_with,1
platform,user_role,co_occurs_with,1
platform,websocket,co_occurs_with,1
polling,relationship,co_occurs_with,1
polling,role_base_access,co_occurs_with,1
polling,service,co_occurs_with,1
polling,team,co_occurs_with,1
polling,top,co_occurs_with,1
polling,user,co_occurs_with,1
polling,user_authentication,co_occurs_with,1
postgresql,relationship,co_occurs_with,1
postgresql,role_base_access,co_occurs_with,1
postgresql,service,co_occurs_with,1
postgresql,team,co_occurs_with,1
postgresql,top,co_occurs_with,1
postgresql,user_authentication,co_occurs_with,1
postgrest,relationship,co_occurs_with,1
postgrest,role_base_access,co_occurs_with,1
postgrest,service,co_occurs_with,1
postgrest,team,co_occurs_with,1
postgrest,top,co_occurs_with,1
postgrest,user,co_occurs_with,1
postgrest,user_authentication,co_occurs_with,1
relationship,request,co_occurs_with,1
relationship,review,co_occurs_with,1
relationship,rls_policy,co_occurs_with,1
relationship,role_base_access,co_occurs_with,1
relationship,row_level_security,co_occurs_with,1
relationship,student,co_occurs_with,1
